Road Type,Speed Limit,Lanes,Coordinates
tertiary,Unknown,Unknown,"[603229515, 4074272767, 1418767755, 2429449123, 1418767859, 53039580, 1418767743, 53039582, 53039584, 603229264, 603229261, 603229268, 53039586, 2130358736, 1943610761, 228579589]"
tertiary,Unknown,2,"[2130358752, 53069743]"
tertiary,Unknown,2,"[53069743, 53069744]"
residential,Unknown,2,"[53069753, 4625136766, 2130358743]"
tertiary,Unknown,2,"[2389032931, 53069751]"
tertiary,Unknown,2,"[53069746, 10050236173, 53026588]"
tertiary,Unknown,Unknown,"[1723739263, 6338956531, 6371115773, 5858516475]"
tertiary,Unknown,Unknown,"[1723739123, 2068535636, 386582549, 1723739359]"
tertiary,Unknown,2,"[1723738893, 2068535627, 386573306, 5858516694]"
tertiary,20 mph,3,"[1723738990, 6339001620, 386388769, 1723738833]"
busway,Unknown,Unknown,"[5012209349, 6338755534, 5854920872, 1723739317, 6338757280, 1723739134, 12152808419, 4998861437]"
service,Unknown,Unknown,"[2166542085, 2166542058]"
tertiary,Unknown,2,"[330665612, 4019577207]"
service,Unknown,Unknown,"[2166924255, 7196367783, 7298574056, 2166924256]"
tertiary,Unknown,Unknown,"[3336362978, 239464358, 1313977219, 1313977166, 239464359, 1313977112, 239464360, 1313977296, 1313977311, 239464361, 239464362, 3104767432, 1313977091, 1313976995, 1313977021, 239464363, 239464364]"
tertiary,Unknown,3,"[2169800163, 2169800166, 9119037643, 2169800167, 2450046413, 2169800169, 2169800170, 2450046412, 2169800172, 2169800173, 3104767436]"
pedestrian,Unknown,Unknown,"[2169800161, 1056930225]"
footway,Unknown,Unknown,"[2169800198, 2169800199]"
footway,Unknown,Unknown,"[9119000875, 2169800179, 2169800180]"
steps,Unknown,Unknown,"[2169800199, 2169800195, 2169800197]"
pedestrian,Unknown,Unknown,"[53115997, 2169800155, 1056929990]"
steps,Unknown,Unknown,"[2169800189, 2169800188, 2169800186]"
footway,Unknown,Unknown,"[2169800183, 2169800185, 2169800186]"
pedestrian,Unknown,Unknown,"[1056929875, 2169800156, 2169800157, 53116004]"
footway,Unknown,Unknown,"[2169800148, 2169800149, 2169800151, 2169800153, 2169800175]"
pedestrian,Unknown,Unknown,"[2169800165, 1056930192]"
footway,Unknown,Unknown,"[2169800190, 2169800191, 2169800192, 2169800193, 1472624392, 3077611683, 3077611686, 3077611685, 3077611684, 2169800197]"
footway,Unknown,Unknown,"[2169800197, 2169800200, 2169800204, 2169800205, 2169800206, 2169800207, 2169800208, 1068454968]"
busway,Unknown,Unknown,"[1723738829, 6338956546, 5854920870, 6338827158, 5858516472]"
primary,Unknown,1,"[1723739149, 9691587709, 1723739386]"
secondary,Unknown,4,"[65325041, 65325043]"
unclassified,5 mph,Unknown,"[430971711, 5566802766, 276549461, 1616423871, 430971710, 6311932666, 430971709, 6311932663, 430971708, 1616423799, 276549460, 430971707, 430971706, 1616423736, 65324703]"
unclassified,5 mph,Unknown,"[65324703, 6311932665, 6311932662]"
service,Unknown,Unknown,"[10780600310, 6391402638, 65319456]"
residential,Unknown,Unknown,"[2252547622, 4402491114, 65291006]"
residential,Unknown,Unknown,"[65291003, 2252547622]"
service,Unknown,Unknown,"[1865053214, 1865053225]"
service,Unknown,Unknown,"[1865053225, 1865053219]"
service,Unknown,Unknown,"[9988975596, 6316563221, 6316563220, 6311871853, 4406691695, 65325725]"
service,Unknown,Unknown,"[2252547627, 6651406381, 1614316069, 65285613, 5020686483, 65285615]"
residential,Unknown,1,"[65340391, 65340395, 65287137]"
service,Unknown,Unknown,"[1869196617, 1869135411, 1869135448, 7228926471, 7228926472]"
steps,Unknown,Unknown,"[612031968, 2259685397, 2259685391]"
footway,Unknown,Unknown,"[2259685391, 65299384]"
steps,Unknown,Unknown,"[612031965, 2259685396, 2259685391]"
primary,Unknown,3,"[53077746, 4664813779, 53077744]"
service,Unknown,Unknown,"[65307014, 7233994903, 65307012]"
footway,Unknown,Unknown,"[877178327, 2306712617, 5878388497, 2626529072, 2306712611, 2306712636, 2306712613, 2626529074, 2306712607, 3869520381, 2306712609, 5878388516, 6925181314]"
footway,Unknown,Unknown,"[2306712636, 2306712635, 2306712619, 2306712621, 2306712634, 2306712624, 2306712633, 2306712625, 2306712632, 2306712626, 2306712627, 2306712631, 2306712628, 2306712630, 2306712617]"
footway,Unknown,Unknown,"[7228212647, 12003549957, 12003576173, 2322615170, 11022077972, 11022077971]"
footway,Unknown,Unknown,"[2322615163, 2322615166]"
footway,Unknown,Unknown,"[11022077972, 2322615173, 12003576174, 12003576175, 2921977825, 2921977815, 11022496929, 11022496928]"
footway,Unknown,Unknown,"[7228212649, 2322615163, 7228212646]"
pedestrian,Unknown,Unknown,"[53082684, 8747889924, 8747889923, 8747889931]"
footway,Unknown,Unknown,"[310679401, 1943610783, 603229350, 1943610762, 603229338]"
tertiary,Unknown,2,"[1723768769, 1723768758, 1723768762, 1723768737, 5318541592, 4496150593, 258756405]"
tertiary,Unknown,2,"[4177227602, 1454042354, 4177227601]"
tertiary,Unknown,2,"[317122247, 3645272851, 11877338920, 11877338923, 6906996474, 7234287216, 65307352, 7234287214, 7234287213, 65307354, 7234287211, 7233994913, 65307356]"
tertiary,20 mph,Unknown,"[2331980048, 1723739241]"
tertiary,20 mph,Unknown,"[258756405, 6368211240, 5318541603, 1723738865]"
secondary,30 mph,2,"[6906996472, 6906996471, 1419794037, 65319908]"
secondary,30 mph,3,"[65319923, 65319921, 11046934814, 4089809877]"
secondary,Unknown,4,"[65314146, 10740557525, 65302739, 4089793022]"
secondary,Unknown,4,"[65295289, 4503467069, 7231084728, 6906959676, 65307363]"
secondary,Unknown,2,"[65314146, 10740490288, 1206753810, 6907017566, 65289014, 4177227594]"
tertiary,Unknown,3,"[65319911, 6925204423, 6907054382, 7233943452, 65352417]"
tertiary,Unknown,3,"[4104762087, 6315234015, 6315234013, 5318541589, 6315234012, 6315234014, 4496150595, 258756405]"
secondary,Unknown,1,"[1723739386, 6338755529, 6429374575]"
tertiary,20 mph,Unknown,"[258756405, 5318541590, 5318541585]"
primary,Unknown,4,"[65333976, 7231709021, 3645272795, 65333972]"
tertiary,Unknown,Unknown,"[5858516700, 5318468078, 2331980048]"
tertiary,Unknown,2,"[1723739244, 11415684443, 5318468073, 2068535619, 1723738893]"
residential,Unknown,Unknown,"[65359317, 7234051779, 6914129215, 6639218891]"
tertiary_link,Unknown,Unknown,"[5318468081, 2331980051, 2331980050, 4495540992, 2331980048]"
tertiary,Unknown,3,"[65359317, 7234051782, 6886578051, 6639218892]"
tertiary,Unknown,3,"[6318889471, 6384096457, 5326946983, 6311883023]"
service,Unknown,Unknown,"[2338351570, 7231497059, 10963954271, 65327160, 11225519492, 65353166]"
tertiary,Unknown,2,"[65306789, 5000826410, 5950549670, 5930931530]"
secondary,25 mph,3,"[65306789, 5000826415, 10248388984]"
tertiary,Unknown,2,"[10158927092, 6914129188, 5429899895, 65317043, 10158927091]"
tertiary,20 mph,Unknown,"[1723739359, 1723739241]"
tertiary,Unknown,Unknown,"[1723739205, 5858516479]"
tertiary,Unknown,2,"[1723739163, 5318198808, 5854920869, 1723739205]"
tertiary,Unknown,2,"[7217057124, 5318199037, 5854920868, 5858516685]"
tertiary,Unknown,3,"[7253649825, 65306918]"
tertiary,Unknown,3,"[1723738949, 1723739168, 6338957273, 1723738913, 6906913391, 65318277]"
residential,20 mph,Unknown,"[65327151, 10178189127, 6910900121, 6910900122, 6910900125, 5429620644, 10178163688, 65354421]"
residential,20 mph,Unknown,"[11080326911, 10178163709, 65362158]"
secondary_link,Unknown,Unknown,"[65325363, 6338827178, 6918770440, 295811049]"
tertiary,20 mph,3,"[65360273, 10740735022, 5696037488, 5429620627, 6910900124, 10178163692, 65360270]"
secondary,Unknown,3,"[65325363, 6338827175, 5434001263, 5372050422, 65354417]"
busway,Unknown,Unknown,"[1723739366, 6338827139, 4427293291, 5854920873, 6338755541, 5012209349]"
busway,Unknown,Unknown,"[1723738966, 6386250944]"
tertiary,20 mph,2,"[65327151, 10178189124, 65327153, 10741227438, 65327154]"
residential,20 mph,2,"[65354417, 4018840046, 5434001258, 4018840064, 4018840059, 4018840065, 10241389822, 65356385, 65360267]"
residential,20 mph,Unknown,"[4720933147, 7240836982, 65356387, 65354417]"
footway,Unknown,Unknown,"[6202245850, 6202245851, 2356786815, 2356786816, 2356786807, 2356786809, 2356786803, 2356786804, 2356786812, 6202245847, 6202245848, 6202245849, 2356786800, 2356786810, 2356786811, 2356786814, 2356786813, 11084901170, 2356786802, 2356786808, 6202245850]"
footway,Unknown,Unknown,"[2356786797, 11084901188, 8748569297]"
steps,Unknown,Unknown,"[2356786806, 2356786805]"
footway,Unknown,Unknown,"[8748569299, 2573820170, 2356786815]"
footway,Unknown,Unknown,"[2356786798, 2356786806]"
footway,Unknown,Unknown,"[2360018625, 410784404]"
tertiary,Unknown,2,"[1723738831, 6101380144, 6101380143]"
tertiary,20 mph,2,"[1723739121, 377853195, 6339001611, 10698812449, 1723738990]"
tertiary,20 mph,4,"[1723738833, 6339001788, 6371115776, 6489941287, 6371115779, 5858516688]"
primary,Unknown,Unknown,"[1723738948, 1260547112, 1723739149]"
primary,20 mph,2,"[53077110, 2389039511, 2389039512, 2389032915, 2389032927]"
primary,20 mph,2,"[53030370, 4595671502, 6566608427, 9906966030, 2389032942, 2389039514, 2389039513, 53077110]"
tertiary,20 mph,2,"[2389032931, 4625136784, 4930036637, 4625136778, 2389032938]"
residential,Unknown,Unknown,"[53039593, 1956957287, 913951658, 603229296, 4664813714, 8570306049, 4675117659, 4664813718, 53081384]"
residential,Unknown,Unknown,"[2389071510, 2389071514, 2389071516, 2389071502, 2389071499, 2389071500, 2389071513, 2389071512, 2389071508, 2389071511, 2389071507, 2389071515, 2389071503, 2389071509, 2389071517, 2389071504, 2389071501, 2389071505, 2389071506, 2389071510]"
pedestrian,Unknown,Unknown,"[1419266578, 1068233725, 53026621]"
service,Unknown,Unknown,"[1056929908, 2392029390, 2392029391, 2392029392, 2392029393]"
service,Unknown,Unknown,"[2392032930, 2392032934]"
service,Unknown,Unknown,"[2392032936, 2392032943, 2392032939]"
service,Unknown,Unknown,"[2392032943, 2392032947]"
footway,Unknown,Unknown,"[2396964741, 2396964711, 2396964717, 2396964720, 2396964739]"
footway,Unknown,Unknown,"[2396964717, 2396964718, 2396964738]"
footway,Unknown,Unknown,"[2396964710, 2396964721]"
residential,Unknown,Unknown,"[712663398, 2396964734, 712663399, 53077815]"
footway,Unknown,Unknown,"[2396964706, 2396964715, 2396964738, 2396964714, 2396964713]"
footway,Unknown,Unknown,"[4603992459, 2396964716, 2396964719, 2396964712, 4603992441, 712654085, 4603992326]"
footway,Unknown,Unknown,"[2396964727, 2396964736, 53128975]"
footway,Unknown,Unknown,"[2396964730, 4603992346, 4603992347, 4603992348, 4603992349, 4603992350, 4603992093, 4603992351, 4603992324, 4603992352, 4603992353, 4603992354, 4603992355, 4603992356, 4603992326, 4603992357, 4603992358, 4603992359, 4603992360, 4603992361, 4603992362, 4603992363, 2396964731, 2396964730, 712656874]"
residential,Unknown,Unknown,"[712663504, 2396964728, 2396964729, 2396964733, 2396964742, 712663398]"
steps,Unknown,Unknown,"[612027359, 612027364, 612027511, 612027512, 10767002472]"
service,Unknown,Unknown,"[2405775326, 2405775296, 2405775345, 4298775704, 670160574]"
service,Unknown,Unknown,"[2405775331, 2405775327, 2405775324, 2405775297, 2405775345, 2405775309, 2405775308, 2405775296, 2405775347, 2405775331]"
service,Unknown,Unknown,"[2405775328, 2405775313, 2405775331, 2405775297, 414546108]"
footway,Unknown,Unknown,"[53077755, 2405775343, 2405775327]"
footway,Unknown,Unknown,"[53054732, 2405775346, 2405775308]"
footway,Unknown,Unknown,"[2429449123, 2429449124, 2429449125, 2429449126, 2429449127, 2429449128, 2429449129, 2429449130, 2429449131, 2429449132, 2429449133, 2429449134, 2429449135, 2429449136, 2429449137, 2429449138, 2429449139]"
footway,Unknown,Unknown,"[2429449135, 2429449140, 2429449141, 2429449142, 2429449143, 2429449144]"
pedestrian,Unknown,Unknown,"[2429470580, 6290507485, 6290507488, 4625136701]"
residential,Unknown,Unknown,"[1056930190, 1056929936]"
service,Unknown,Unknown,"[2446580962, 2446580961]"
residential,Unknown,Unknown,"[2447606236, 5454170659, 4684544820, 2447606244]"
footway,Unknown,Unknown,"[1057348314, 2429457123, 5587001260, 4768018848, 1057348260, 2429457133, 603229595, 603229596, 603229597, 2429457131, 2429457130, 2429457132, 2429457129, 2429457128, 603229598, 2450052069, 2429449139, 2429449144, 603229599, 603229601, 1418767796, 603229602, 603229603, 603229604, 603229605, 603229606, 2450052072, 603229607, 2450052073, 603229608, 603229299, 603229609, 4625136701]"
footway,Unknown,Unknown,"[2450032785, 2450032816, 2453690312]"
footway,Unknown,Unknown,"[913951636, 9233790434, 6290507466, 2450052068]"
tertiary,Unknown,2,"[2450063482, 2450063500, 2450063507, 2450063494, 2450063509, 2450063491, 2450063508]"
footway,Unknown,Unknown,"[2453690293, 2453690326, 2453690292, 2453690321, 2453690317, 2453690301]"
footway,Unknown,Unknown,"[2453690311, 2453690304, 2453690307, 2453690294, 2453690299, 2453690303]"
footway,Unknown,Unknown,"[2453690322, 2453690308, 2453690329, 2453690331, 2453690306, 2453690309]"
steps,Unknown,Unknown,"[2453690312, 2453690325]"
steps,Unknown,Unknown,"[2453690332, 2453690319]"
footway,Unknown,Unknown,"[2453690300, 2450032792]"
footway,Unknown,Unknown,"[2453690318, 2453690328, 2450032845]"
steps,Unknown,Unknown,"[2453690327, 2453690300]"
footway,Unknown,Unknown,"[2453690325, 2453690302, 2453690293, 2453690322, 2453690296, 2453690315, 2453690311, 2453690314, 2450032786]"
footway,Unknown,Unknown,"[2450032801, 2453690320]"
steps,Unknown,Unknown,"[2453690320, 2453690310]"
footway,Unknown,Unknown,"[2453690315, 2453690313, 2453690316, 2453690323, 2453690297, 2453690295]"
steps,Unknown,Unknown,"[2450032786, 2453690318]"
footway,Unknown,Unknown,"[2453690302, 2453690332]"
footway,Unknown,Unknown,"[2453690296, 2453690327]"
footway,Unknown,Unknown,"[2453690319, 2450032783]"
footway,Unknown,Unknown,"[2453690310, 2453690314]"
service,Unknown,Unknown,"[10001813017, 10001813018, 2502204982, 2502204983, 2502204984, 2502204985, 2502204986, 2502204987, 10875001020, 2502204988, 10001716714, 10001716715, 10001716716, 2502204989, 2502204990, 2502204991, 2502204992, 10875001016, 2502204993, 2502204994, 2502204995, 10001813017]"
secondary,25 mph,3,"[6311848841, 4406691905, 3719584395, 6311848840]"
tertiary,Unknown,3,"[2503784609, 4177198630]"
steps,Unknown,Unknown,"[2506767116, 2506767108]"
footway,Unknown,Unknown,"[2506767108, 2506767120, 10252456564, 1250280559]"
footway,Unknown,Unknown,"[2506767114, 2506767112, 2506767124, 2506767120]"
steps,Unknown,Unknown,"[2546213807, 2546213810, 2546213811, 2546213812, 2546213813, 2546213815, 2546213816, 2546213818, 2546213820, 2546213822, 2546213824, 2546213826, 2546213828, 2546213830, 2546213807]"
residential,Unknown,Unknown,"[53026588, 4664813722, 53026585]"
residential,20 mph,Unknown,"[53081395, 1087050917, 53055584]"
footway,Unknown,Unknown,"[410784236, 410784451, 410784237, 410784238, 410784239, 9667210578, 410784240]"
secondary,Unknown,3,"[2389216066, 2389216058, 2389216057, 2389216059, 1747133995, 283261747, 1747133972, 4595671512, 1747133970, 53098281]"
footway,Unknown,Unknown,"[8748569295, 8748569296]"
footway,Unknown,Unknown,"[2676337470, 65373226]"
footway,Unknown,Unknown,"[7233578518, 12181090805, 2676337470, 12181090491, 12181090499, 12181090806, 12181090462, 2579653774]"
secondary,Unknown,4,"[65303533, 10178189136, 65360482, 10170825142]"
residential,20 mph,2,"[65303546, 9835201213, 612771497, 10802171476, 10802171471, 12207663390, 65314156]"
residential,20 mph,3,"[65303554, 6907017556, 10934196866, 9497221874]"
tertiary,Unknown,3,"[65303533, 10178189138, 65303535, 6766380569]"
secondary,25 mph,4,"[3999273477, 65290215, 3999273478]"
secondary,25 mph,5,"[65286126, 6913411230, 65317729, 65317731, 3415350042, 65280138, 65317735, 5435466373, 6913411229, 6925558085, 65317738]"
secondary,Unknown,3,"[65300073, 7209252647, 6896819881, 5429899847, 65300076, 9144234073]"
secondary,25 mph,5,"[65293768, 7345035021, 6906913388, 7621900802, 539989855, 65317723, 65317725, 65317727, 9913658102, 11165449276, 65303713]"
secondary,25 mph,5,"[65293768, 12145063743, 10240009997]"
secondary,30 mph,2,"[6381902760, 9674225469]"
secondary,25 mph,5,"[65290229, 10264127980, 6906913386, 65290227, 5435466158, 65290225, 5020822753]"
secondary,25 mph,4,"[65290229, 10264127978, 5435466214, 10699811573, 5435466218, 5435466166, 4911322423]"
tertiary,Unknown,Unknown,"[65295281, 7231084701, 65295284, 7231084713, 65295287]"
tertiary,30 mph,3,"[5853161530, 5318541587, 5318541586, 5854943486]"
tertiary,Unknown,3,"[65295281, 4659622291, 7231084704, 6431568074, 6431568083, 6431568084, 65307012]"
residential,Unknown,Unknown,"[65326744, 8719434827, 1864987702, 65313131]"
secondary,20 mph,3,"[65354419, 12144574383, 6916235491, 10178163687, 65354421]"
residential,20 mph,Unknown,"[65326744, 5429618403, 6372868430, 65372925]"
secondary,20 mph,3,"[65354419, 11869866315, 5429620659, 5429620662]"
tertiary,Unknown,Unknown,"[4177198637, 3500164395, 65295278, 3500164394, 7231084685, 65295279]"
secondary,20 mph,4,"[65305817, 11566496750, 11046934815, 65352426, 65352429]"
unclassified,Unknown,Unknown,"[65336941, 4014397110, 6369291410]"
secondary,25 mph,2,"[4019577207, 6378899308, 5610843322]"
tertiary,Unknown,3,"[65336941, 4019010390, 7234274869, 1454042298, 7234287217, 65307352, 7234287215, 6886578058, 5318541600, 1582859735, 65295275]"
tertiary,Unknown,2,"[65307349, 3645272853, 7234274868, 1454042288, 4555584934, 6724750036, 7234287242, 340164576]"
tertiary,Unknown,2,"[65307359, 7233994907, 6910614498, 4019009276, 1496341778, 12145047926, 65305819]"
tertiary,Unknown,3,"[65307359, 7233962580, 6431568985, 65356180]"
residential,Unknown,Unknown,"[330666983, 4011019098, 6907004194, 12207901026, 65312657]"
secondary,30 mph,3,"[65319951, 9835210317, 9835210333, 65319949, 9835210329, 9835210343, 65319946, 9835210340, 6967161031, 7231068075, 6319217960]"
secondary,30 mph,3,"[65319958, 9835201163, 6914395332, 65281816, 9835201166, 65319956, 9835201167, 6914395331, 9835210321, 65319951]"
residential,20 mph,Unknown,"[65333826, 65333829, 5319364169, 5325047747, 5319364170, 65333831, 5429620647, 11725374990, 10740834511, 65333834, 5429620695, 65327154]"
tertiary,Unknown,Unknown,"[2081671274, 7231466163, 7192087182]"
tertiary,20 mph,3,"[65303553, 12207653029, 65281824, 65314166]"
unclassified,Unknown,Unknown,"[65337412, 7233577476, 65337419, 7231466148, 65337421]"
secondary,20 mph,3,"[65334125, 7899095819, 1580501216]"
secondary,20 mph,3,"[1580501216, 7899095820, 6914395327, 65333705, 65324229, 65333819]"
tertiary,Unknown,2,"[65303552, 12207653022, 6914395320, 9835201164, 65319956, 9835201165, 6914395319, 12207689516, 65352450]"
residential,Unknown,Unknown,"[65351272, 10963987571, 7231694047, 65334048, 7231694048, 10963987569, 65307251, 10960449405, 65299389, 10960377204, 10961556137, 65345273, 10961556135, 65292114]"
