Road Type,Speed Limit,Lanes,Coordinates
residential,Unknown,1,"[65319933, 4018840041, 4018840053, 65328703, 9587165794]"
residential,Unknown,2,"[9587165794, 65328705]"
secondary,20 mph,2,"[65326455, 65328705]"
tertiary,Unknown,3,"[9587186783, 2579653774, 12181090809, 4014397111, 65336947]"
secondary,20 mph,4,"[9587258226, 7105216371, 6946552152, 4324593503, 53077109]"
residential,Unknown,2,"[9587243189, 7233579897, 65328712]"
residential,Unknown,1,"[65328710, 9587243189]"
tertiary,Unknown,2,"[65328710, 6910614502, 65336956, 4248153601]"
residential,Unknown,2,"[9587243190, 65328710]"
steps,Unknown,Unknown,"[9602437423, 9602437422]"
service,5 mph,Unknown,"[1059024913, 1059025098, 1059024681, 2066706011, 1059024860, 2066705839, 2066706146, 1059025047, 1059024630, 1059024807, 1059024530, 2066706143, 1059024857, 1059024674, 1059025096, 1059024910, 712662001]"
service,10 mph,Unknown,"[8258482024, 1059024854, 1059025042, 1059024624, 1059024796, 1059024992, 1059024579, 239498817]"
footway,Unknown,Unknown,"[9610446166, 9610446168, 9610446165, 1276183625]"
cycleway,Unknown,Unknown,"[9610446182, 11082655422, 9610446181, 9610446180, 9610446179, 9610446178, 9610446177, 9610446176]"
footway,Unknown,Unknown,"[9610485203, 9610485204, 9610485205, 9610485206, 9610485207, 9610485208, 9610485202, 9610485209]"
service,Unknown,Unknown,"[4552065034, 9610485238, 9610485239, 4552065040]"
service,Unknown,Unknown,"[4552065034, 1313977344]"
footway,Unknown,Unknown,"[1472624420, 1472624418, 1472624422, 11487449340, 1472624431, 1472624433, 1472624435, 1472624434, 1472624424, 1472624417, 1472624415, 1472624409, 1472624407, 1472624405, 1472624404, 1472624402, 1472624400, 1472624399, 1472624390, 5674861047, 1472624388, 3756933430, 1472624387, 1472624385, 1472624384, 1472624382, 4684543204, 1472624374, 1472624371, 3756933310, 1472624355]"
secondary,30 mph,4,"[65315406, 65319925]"
secondary,30 mph,4,"[65319925, 65319923]"
footway,Unknown,Unknown,"[9649634927, 9649634928]"
footway,Unknown,Unknown,"[4386425994, 2000664441]"
footway,Unknown,Unknown,"[9649634929, 9649634930, 9649634931, 9649634932, 9649634933, 9649634934]"
footway,Unknown,Unknown,"[9649634934, 9649634935]"
footway,Unknown,Unknown,"[9649634933, 9649634936, 9649634937, 9649634938]"
footway,Unknown,Unknown,"[9649634930, 9649634939]"
footway,Unknown,Unknown,"[11082655499, 3790090975]"
footway,Unknown,Unknown,"[6284053089, 9649634942, 10016601050, 9649634941]"
footway,Unknown,Unknown,"[9649634943, 5981181238, 9649634945, 9649634944]"
footway,Unknown,Unknown,"[5981181268, 9649634947, 9649634946]"
footway,Unknown,Unknown,"[6069149150, 9649634949, 9649634948]"
footway,Unknown,Unknown,"[6069149153, 9649634952, 9649634950, 9649634953, 9649634951]"
footway,Unknown,Unknown,"[5981181277, 9649634955, 9649634954]"
footway,Unknown,Unknown,"[5981181234, 9649634957, 9649634956]"
footway,Unknown,Unknown,"[8773678811, 9649634958, 8773678812]"
footway,Unknown,Unknown,"[9649634959, 53016837]"
footway,Unknown,Unknown,"[4603993140, 53016837]"
footway,Unknown,Unknown,"[4603992371, 53069768]"
footway,Unknown,Unknown,"[9649634961, 9649634962, 4603992449]"
footway,Unknown,Unknown,"[4603991326, 712652117, 9649634963, 9649634965, 9649634964, 712651788, 4603992334]"
footway,Unknown,Unknown,"[9649634966, 9649634969, 9649634967, 6974430955, 6974430946, 6974430956, 9649634968]"
footway,Unknown,Unknown,"[9649634970, 9649634977, 9649634971, 6974430959, 712663507, 712663399, 9649634972, 9649634976, 9649634973, 9649634974, 9649634975, 6974430963, 9649634970]"
footway,Unknown,Unknown,"[9649634978, 9649634980, 9649634979]"
tertiary,Unknown,3,"[65336947, 293626294, 6910614499, 9651544480]"
secondary,Unknown,3,"[65313138, 3999644792]"
secondary,25 mph,3,"[4179595252, 9651662152]"
residential,Unknown,2,"[2071244895, 65299282, 10963875182, 7234248906, 65299283, 7234248905, 10963875180, 10963870421, 7234075835, 65299288]"
tertiary,25 mph,3,"[9651887364, 10963870420, 7234098489, 65299288]"
tertiary,25 mph,2,"[6639419951, 9651887364]"
secondary,25 mph,4,"[9658272156, 65290733, 6925251716, 65306797]"
service,Unknown,Unknown,"[1418767702, 1418767765]"
tertiary,Unknown,3,"[9666168608, 7209255241, 65317713]"
tertiary,Unknown,2,"[9666168609, 9666168608]"
secondary,25 mph,3,"[330661311, 4019577202, 9673747800]"
secondary,25 mph,3,"[5841552329, 9673889587]"
primary,Unknown,3,"[53077730, 243173833, 9673893327]"
primary,Unknown,4,"[9673893327, 4625137195, 2389032919]"
secondary,Unknown,3,"[9674164230, 3969038796]"
secondary,30 mph,3,"[9674225469, 7274605253]"
tertiary,Unknown,4,"[4177198633, 9674359940]"
footway,Unknown,Unknown,"[1205027725, 1205027733, 8071218853]"
cycleway,Unknown,Unknown,"[9676136424, 1234578846, 9676136425]"
footway,Unknown,Unknown,"[4386425994, 11082655499, 4386426001, 4386426002, 4386426003]"
cycleway,Unknown,Unknown,"[4386426003, 4672382616, 4386426004]"
cycleway,Unknown,Unknown,"[4386426023, 9676136426, 9676136427, 1205027742]"
cycleway,Unknown,Unknown,"[4386426023, 1205027752, 9676136428]"
footway,Unknown,Unknown,"[1205027742, 9610446175, 1205027754, 1205027767, 1205027779, 1205027810, 1205027716, 1205027726, 1205027725]"
cycleway,Unknown,Unknown,"[4386441902, 53115987, 9610446205]"
secondary_link,Unknown,1,"[9913693418, 9676297625, 9676297624]"
secondary,25 mph,3,"[65303711, 1700641992, 4911322449, 5841552074, 65303706]"
footway,Unknown,Unknown,"[9677876476, 9677876479]"
steps,Unknown,Unknown,"[9677876477, 9677876476]"
footway,Unknown,Unknown,"[9677876478, 9677876477]"
footway,Unknown,Unknown,"[9677876481, 9677876480, 9677876479, 9596443284]"
unclassified,Unknown,1,"[65335256, 9680491479]"
secondary,25 mph,3,"[239494691, 5965698326, 9681996534]"
secondary,20 mph,3,"[9684378147, 5429618412, 65343958]"
secondary,20 mph,2,"[9684569702, 65343960]"
secondary,40 mph,3,"[65319526, 1918054302, 3999660977]"
busway,Unknown,2,"[9691602772, 9691587713, 9691587714, 9691587715, 9691587716, 9691602617, 9691602618, 9691602619, 9691602620, 9701522185, 9691602621, 9691602622, 9691602623, 9691602624, 9691602625, 9691602626, 9691602771, 9691602770]"
busway,Unknown,2,"[9691602789, 9691587704, 9691587705, 9691587706, 9691587707, 9691587708, 9691587709, 9701501550, 9691587710, 9701501551, 9691587711, 9691587712, 9725650099, 9691602772]"
busway,Unknown,2,"[9691602770, 9691602773, 9691602774, 9691602775, 9691602776, 9691602777, 9691602778, 9691602779, 9691602780, 9691602781, 9691602782, 9691602783, 9691602784, 9691602785, 9691602786, 9691602787, 9691602788, 9691602772]"
cycleway,Unknown,Unknown,"[5372051477, 9699122987, 1723738874, 1723739166]"
secondary_link,Unknown,2,"[9699732707, 3989626881, 9699732706, 1313977194, 1313976993, 1313977284]"
steps,Unknown,Unknown,"[9705924115, 9705924081]"
footway,Unknown,Unknown,"[9705989718, 9705924115]"
footway,Unknown,Unknown,"[9705924081, 9705924114, 9705924113, 9705924112, 9705924111, 9705924110, 9705924109, 9705924116]"
footway,Unknown,Unknown,"[12138018681, 1740022529, 9705989719, 9705989718, 9705989717, 10682008183, 9705924116]"
primary,20 mph,4,"[9706559766, 6412629653]"
primary,20 mph,5,"[9706559767, 6412629659, 4595671534, 53077112]"
platform,Unknown,Unknown,"[9706559775, 9706559774, 9706559773, 9706559772, 9706559775]"
platform,Unknown,Unknown,"[9706559780, 9706559779, 9706559778, 9706559777, 9706559780]"
platform,Unknown,Unknown,"[9706559789, 9706559788, 9706559787, 9706559786, 9706559789]"
primary,20 mph,3,"[53027373, 4597681066, 6949608622]"
secondary,20 mph,4,"[53081393, 9706797495, 9706797496, 4324593495, 2389032918]"
primary,25 mph,Unknown,"[5459782369, 6470661947, 9572235079, 5459782377, 53118751]"
service,Unknown,Unknown,"[4930036291, 9717883373, 4930036290]"
secondary,20 mph,3,"[9719830972, 65317956]"
service,Unknown,Unknown,"[6830763851, 6830763850]"
secondary,Unknown,4,"[65300059, 5839244979]"
footway,Unknown,Unknown,"[9736170072, 9736170073, 9736170074]"
footway,Unknown,Unknown,"[9736170074, 9736170075]"
footway,Unknown,Unknown,"[10707640299, 9738389667, 9738389668, 1142670556]"
footway,Unknown,Unknown,"[9738389667, 9738389669]"
footway,Unknown,Unknown,"[65319534, 11948529348, 65363163]"
service,Unknown,Unknown,"[4930036634, 10897181948, 4930036630]"
service,Unknown,Unknown,"[4930036629, 10897131501, 4930036628]"
service,Unknown,Unknown,"[4930036625, 9738917524, 9738917520, 4930036624, 9738917519, 4930036628]"
service,Unknown,Unknown,"[4941952223, 4603991293, 4941952222]"
service,Unknown,Unknown,"[4941789234, 4941789233]"
service,Unknown,Unknown,"[4941789231, 4941789241]"
service,Unknown,Unknown,"[4941789242, 4941789241]"
service,Unknown,Unknown,"[4941789239, 4941789240, 4941789241]"
residential,Unknown,Unknown,"[53046339, 9750939710]"
secondary,Unknown,3,"[65305819, 9754884470]"
secondary,20 mph,3,"[65314161, 10178189121, 65318894, 1626468366, 6914395328, 65334125]"
secondary,20 mph,3,"[65334123, 65334125]"
service,Unknown,Unknown,"[9763686293, 9763686282]"
service,Unknown,Unknown,"[9763686284, 9763686283]"
service,Unknown,Unknown,"[9763686285, 9763686284, 9763686292]"
service,Unknown,Unknown,"[9763686292, 9763686290, 9763686289, 9763686285, 9763686288, 9763686287, 9763686286]"
service,Unknown,Unknown,"[9763686282, 9763686292, 9763686291]"
service,Unknown,Unknown,"[9763709299, 9763709301, 9763709300]"
service,Unknown,Unknown,"[9763709302, 9763709304, 9763709303]"
service,Unknown,Unknown,"[9763709307, 9763709306, 9763709301, 9763709304, 9763709305]"
service,Unknown,Unknown,"[9763736885, 9763736884, 9763736883]"
service,Unknown,Unknown,"[3969156460, 9763736886]"
secondary,25 mph,3,"[65317547, 9775094464]"
service,Unknown,Unknown,"[4632500539, 9776112968]"
service,Unknown,Unknown,"[9776112968, 9776112967]"
service,Unknown,Unknown,"[3695574807, 9939594369, 9939594368, 3695574805, 3695574803, 9939594366, 3695574801, 9939594367, 9939594365, 9776104600]"
service,Unknown,Unknown,"[9776104601, 3695574798, 9939594361, 3695574800]"
service,Unknown,Unknown,"[3701774427, 9776104599]"
service,Unknown,Unknown,"[3701774440, 11365584550]"
service,Unknown,Unknown,"[3701774450, 11365584549]"
service,Unknown,Unknown,"[3701774432, 7483903634]"
footway,Unknown,Unknown,"[2064190367, 9779676064, 9779676065]"
footway,Unknown,Unknown,"[9800070337, 9800070338, 9800070339, 9800070340, 9800070341, 9800070342, 9800070343, 9800070344]"
residential,Unknown,Unknown,"[53073232, 4941952282, 1234578826, 53073230]"
primary,30 mph,3,"[9806736840, 1067999124]"
tertiary,Unknown,5,"[65319532, 7492630448]"
tertiary,Unknown,4,"[7492630448, 6914381212, 65325035, 4552122320]"
secondary,30 mph,4,"[9833663778, 6744826040, 3999400982]"
footway,Unknown,Unknown,"[9835201211, 10239459951, 9835201207, 7231068067]"
footway,Unknown,Unknown,"[9835201215, 9835201206, 7231068064]"
service,Unknown,Unknown,"[9834921653, 612771497]"
footway,Unknown,Unknown,"[9835201182, 9835201165, 9835201183]"
footway,Unknown,Unknown,"[9835201180, 9835201182]"
footway,Unknown,Unknown,"[9835201182, 9835201166, 9835201178]"
footway,Unknown,Unknown,"[9835201183, 9835201167, 9835201179]"
footway,Unknown,Unknown,"[9835201178, 9835201164, 9835201179]"
footway,Unknown,Unknown,"[9835201177, 11882271660, 9835201178]"
footway,Unknown,Unknown,"[9835201176, 9835201162, 9835201177]"
footway,Unknown,Unknown,"[9835201175, 9835201148, 9835201176]"
footway,Unknown,Unknown,"[9835201174, 9835201156, 9835201175]"
footway,Unknown,Unknown,"[9835201173, 9835201174]"
footway,Unknown,Unknown,"[9835201170, 9835201159, 9835201174]"
footway,Unknown,Unknown,"[9835201171, 9835201157, 9835201175]"
footway,Unknown,Unknown,"[9835201172, 9835201161, 9835201176]"
footway,Unknown,Unknown,"[9835201180, 9835201163, 9835201177]"
footway,Unknown,Unknown,"[9835201172, 9835201160, 9835201180]"
footway,Unknown,Unknown,"[9835201171, 9835201172]"
footway,Unknown,Unknown,"[9835201170, 9835201158, 9835201171]"
footway,Unknown,Unknown,"[9835201169, 9835201149, 9835201170]"
service,Unknown,Unknown,"[9835201198, 9835201199, 9835201197, 9835201196, 9835201195, 9835201194]"
footway,Unknown,Unknown,"[9835201211, 9835201209, 9835201215]"
footway,Unknown,Unknown,"[9835201216, 9835201210, 9835201211]"
footway,Unknown,Unknown,"[9835201216, 9835201212, 9835201214]"
footway,Unknown,Unknown,"[9835201214, 9835201213, 9835201215]"
footway,Unknown,Unknown,"[9835201179, 9835210323]"
footway,Unknown,Unknown,"[9835210320, 9835210317, 9835210325]"
footway,Unknown,Unknown,"[9835210326, 9835210318, 9835210320]"
footway,Unknown,Unknown,"[9835210320, 9835210319]"
footway,Unknown,Unknown,"[9835210326, 9835210321, 9835210323]"
footway,Unknown,Unknown,"[9835210323, 9835210322, 9835210325]"
footway,Unknown,Unknown,"[9835210325, 9835210324]"
footway,Unknown,Unknown,"[9835201183, 9835201184, 9835210327, 9835210326]"
footway,Unknown,Unknown,"[9835210324, 9835210328, 9835210335]"
footway,Unknown,Unknown,"[9835210332, 9835210329, 9835210337]"
footway,Unknown,Unknown,"[9835210338, 9835210330, 9835210332]"
footway,Unknown,Unknown,"[9835210332, 9835201208, 9835210331, 9835210347]"
footway,Unknown,Unknown,"[9835210338, 9835210333, 9835210335]"
footway,Unknown,Unknown,"[9835210335, 9835210334, 9835210337]"
footway,Unknown,Unknown,"[9835210337, 9835210336, 9835210345]"
footway,Unknown,Unknown,"[9835210319, 9835210339, 9835210338]"
footway,Unknown,Unknown,"[9835210342, 9835210340, 9835210346]"
footway,Unknown,Unknown,"[9835210346, 9835201211]"
footway,Unknown,Unknown,"[9835210347, 9835210341, 9835210342]"
footway,Unknown,Unknown,"[9835210342, 7231068079]"
footway,Unknown,Unknown,"[9835210347, 9835210343, 9835210345]"
footway,Unknown,Unknown,"[9835210345, 9835201216]"
footway,Unknown,Unknown,"[9835210345, 9835210344, 9835210346]"
footway,Unknown,Unknown,"[9835210346, 7231068076]"
secondary,Unknown,2,"[1313977231, 239481174, 1313977065]"
secondary_link,Unknown,2,"[1313977284, 1313977231]"
tertiary,Unknown,Unknown,"[1313977284, 1313977142, 1313977301, 8618065689, 4939131946, 4939131952, 311937955]"
service,Unknown,Unknown,"[4941952116, 4603991292, 4941952228]"
cycleway,Unknown,Unknown,"[8750859365, 9854843387, 9854881292, 9854881288, 9854843388]"
footway,Unknown,Unknown,"[9854881285, 9854881289, 9854881286, 9854881293, 9854881287, 9854881288]"
footway,Unknown,Unknown,"[9854881289, 9854881290, 9854881291]"
secondary,Unknown,3,"[1723739123, 6250503370, 2068535622, 6886708144]"
footway,Unknown,Unknown,"[7231121772, 9880120989]"
footway,Unknown,Unknown,"[9880120990, 9880120991, 7231121772]"
footway,Unknown,Unknown,"[9880120992, 7231121773]"
footway,Unknown,Unknown,"[7231121773, 9880120994, 9880120993]"
footway,Unknown,Unknown,"[7231121774, 9880120997, 9880120996]"
footway,Unknown,Unknown,"[9880120998, 7231121775]"
footway,Unknown,Unknown,"[9880120999, 7231121776]"
footway,Unknown,Unknown,"[7231121776, 9880121000]"
footway,Unknown,Unknown,"[7231121776, 9880121001]"
footway,Unknown,Unknown,"[9880121001, 9880121002]"
footway,Unknown,Unknown,"[9880121003, 7231121769]"
footway,Unknown,Unknown,"[7231121775, 9880121007]"
footway,Unknown,Unknown,"[7231121769, 9880121008, 9880121009, 9880121010, 9880121011, 9880121012]"
footway,Unknown,Unknown,"[9880144221, 9880144220]"
footway,Unknown,Unknown,"[7231121765, 9880144225]"
footway,Unknown,Unknown,"[9880144223, 9880144224]"
footway,Unknown,Unknown,"[9880144226, 9880144228, 9880144227]"
footway,Unknown,Unknown,"[9880144229, 9880144231, 9880144230]"
footway,Unknown,Unknown,"[9880144232, 9880144234, 9880144233]"
footway,Unknown,Unknown,"[9880144238, 9880144240, 9880144239]"
footway,Unknown,Unknown,"[9880144241, 9880144243, 9880144242]"
footway,Unknown,Unknown,"[9880144244, 10764662736, 9880144245]"
footway,Unknown,Unknown,"[9880144246, 9880144248, 9880144247]"
footway,Unknown,Unknown,"[9880144249, 9880144250, 9880144251]"
footway,Unknown,Unknown,"[9880144250, 9880144252, 9880144253]"
footway,Unknown,Unknown,"[9880144252, 9880144239, 9880144254, 9880144246]"
footway,Unknown,Unknown,"[9880144241, 9880144255, 9880144256, 9880144238]"
footway,Unknown,Unknown,"[9880144255, 9880144257, 9880144232]"
footway,Unknown,Unknown,"[9880144257, 9880144258, 9880144230]"
footway,Unknown,Unknown,"[9880144229, 9880144259, 9880144260, 9880144226]"
footway,Unknown,Unknown,"[9880144260, 9880144261, 9880144262]"
footway,Unknown,Unknown,"[9880144261, 9880144263, 9880144264]"
footway,Unknown,Unknown,"[9880144263, 9880144265, 9880144266, 9880144267]"
footway,Unknown,Unknown,"[9880144268, 9880144265]"
footway,Unknown,Unknown,"[9880144267, 9880144270, 9880144269]"
footway,Unknown,Unknown,"[9880144271, 9880144273, 9880144272]"
footway,Unknown,Unknown,"[9880144274, 9880144276, 9880144275]"
footway,Unknown,Unknown,"[9880144277, 9880144278, 9880144268]"
footway,Unknown,Unknown,"[9880144272, 9880144279, 9880144280, 9880144269]"
footway,Unknown,Unknown,"[9880144280, 9880144281, 9880144282]"
footway,Unknown,Unknown,"[9880144281, 9880144283, 9880144284]"
footway,Unknown,Unknown,"[9880144284, 9880144286, 9880144285]"
footway,Unknown,Unknown,"[9880144285, 9880144287, 9880144288, 9880144289]"
footway,Unknown,Unknown,"[9880144289, 9880144291, 9880144290]"
footway,Unknown,Unknown,"[9880144290, 9880144292, 9880144293, 9880144294]"
footway,Unknown,Unknown,"[9880144294, 9880144296, 9880144295]"
footway,Unknown,Unknown,"[9880144295, 9880144297, 9880144298, 9880144299]"
footway,Unknown,Unknown,"[9880144299, 9880144300, 9880144282]"
service,Unknown,Unknown,"[9897500964, 9897500965]"
service,Unknown,Unknown,"[9897500968, 9897500969]"
service,Unknown,Unknown,"[9897500963, 9897500964]"
service,Unknown,Unknown,"[9897500965, 9897500966]"
service,Unknown,Unknown,"[9897500969, 9897500970]"
service,Unknown,Unknown,"[9897500967, 9897500968]"
service,Unknown,Unknown,"[9897500971, 9897500972]"
service,Unknown,Unknown,"[9897500973, 9897500974, 7621900804]"
steps,Unknown,Unknown,"[9900999709, 9900999708]"
footway,Unknown,Unknown,"[9900999710, 9900999709]"
steps,Unknown,Unknown,"[9900999711, 9900999710]"
footway,Unknown,Unknown,"[9900999712, 9900999711]"
steps,Unknown,Unknown,"[9900999713, 9900999712]"
footway,Unknown,Unknown,"[9900999714, 9900999713]"
footway,Unknown,Unknown,"[9900999708, 5828476924, 5828476931, 5828476932, 5828476933, 1308305442, 5828476930, 5828476926, 5828476919, 5828476902, 5828476874, 1308305393, 5828476842, 5828476832, 5828476798]"
steps,Unknown,Unknown,"[9900999715, 9900999714]"
secondary,25 mph,2,"[9580454506, 9432728144, 6873099368]"
secondary,25 mph,1,"[6873099368, 9910064465, 9580454510]"
cycleway,Unknown,Unknown,"[9580454510, 9910064474, 9910064480, 9910064475, 9910064476, 9910064468, 9910064467]"
secondary,25 mph,2,"[65306810, 4038579275, 9910064467]"
footway,Unknown,Unknown,"[9910064477, 9910064478, 9910064473, 9910064481, 9910064480, 9910064482, 4038516339, 9910064479]"
tertiary,Unknown,4,"[4552122320, 4179555579]"
cycleway,Unknown,Unknown,"[65319532, 9910132122, 9910132124, 9910132123, 65325032]"
footway,Unknown,Unknown,"[11954391277, 11954391275, 11954350465, 11954350466, 11954350467]"
secondary,25 mph,3,"[9676297624, 5841552076, 4424543594, 65293437, 65317554, 5841552082, 65317551, 5841552083, 65317550]"
bus_stop,Unknown,Unknown,"[389444847, 9913658105, 9913658088, 9913658089, 9913658091, 9913658092, 9913658093, 9913658090, 389444847]"
footway,Unknown,Unknown,"[9913658098, 11165449275, 9913658104, 9913658099]"
footway,Unknown,Unknown,"[9913658095, 9913658103, 9913658106, 11165449268, 9913658100]"
footway,Unknown,Unknown,"[9913658100, 9913658096, 9913658101]"
footway,Unknown,Unknown,"[9913658101, 9913658102, 9913658097]"
footway,Unknown,Unknown,"[9913658097, 11954391277, 11954391276]"
footway,Unknown,Unknown,"[9913658105, 9913658106]"
secondary_link,Unknown,1,"[65303711, 9676297622, 9913693417]"
secondary_link,Unknown,1,"[9913693417, 11165449266, 9676297623, 9913693418]"
cycleway,Unknown,Unknown,"[9676297624, 9913693419]"
secondary,25 mph,3,"[65303706, 5841552077, 4424543292, 9913693421]"
footway,Unknown,Unknown,"[6925181361, 9913693426]"
footway,Unknown,Unknown,"[9913693428, 6925181362]"
footway,Unknown,Unknown,"[2101121586, 2101121555, 9923460400]"
footway,Unknown,Unknown,"[5326946953, 2101121542, 2101121567]"
tertiary,20 mph,3,"[6886668652, 295810922, 6338827170, 65360267]"
footway,Unknown,Unknown,"[6651761727, 3910307260, 3910307270]"
steps,Unknown,Unknown,"[9943371199, 1713861701, 9943371198]"
footway,Unknown,Unknown,"[9943371198, 7209511001]"
residential,Unknown,2,"[53112132, 4664813731, 10050241362, 7153226384, 53112130, 10050241357, 10050241358, 53112128]"
footway,Unknown,Unknown,"[5000827339, 5000827341, 5000827340]"
footway,Unknown,Unknown,"[5000826408, 5000826417]"
footway,Unknown,Unknown,"[5000826409, 5000826403, 5000826399]"
tertiary,25 mph,2,"[280836272, 612028664]"
steps,Unknown,Unknown,"[9971232215, 9971232216]"
footway,Unknown,Unknown,"[9971232215, 9971237418, 9971237417]"
footway,Unknown,Unknown,"[9971861483, 9971861482]"
platform,Unknown,Unknown,"[9971861488, 9971861487, 9971861486, 9971861485, 9971861482, 9971861488]"
footway,Unknown,Unknown,"[4177227599, 9971861492, 9971861493]"
footway,Unknown,Unknown,"[9971861501, 9971861499, 9971861500]"
footway,Unknown,Unknown,"[9971861508, 9971861506, 9971861507]"
platform,Unknown,Unknown,"[9971861512, 9971861507, 9971861511, 9971861510, 9971861509, 9971861512]"
footway,Unknown,Unknown,"[9971861515, 9971861513, 9971861514]"
platform,Unknown,Unknown,"[9971869419, 9971869418, 9971869417, 9971861515, 9971861516, 9971869419]"
footway,Unknown,Unknown,"[9971869421, 9971869420]"
platform,Unknown,Unknown,"[9971869425, 9971869424, 9971869420, 9971869423, 9971869422, 9971869425]"
secondary,25 mph,1,"[5020800957, 9971869427, 9971861503, 9971869426, 65317042]"
residential,Unknown,Unknown,"[9976343319, 9976343318, 9976343320, 9976343317, 9976340416, 10180146402, 10180146403, 10180146404]"
residential,Unknown,Unknown,"[9976343320, 9976343321]"
residential,Unknown,Unknown,"[9976343322, 9976343323, 9976343324, 9976343325, 9976343326, 9976343327, 9976343328, 9976343329, 9976343330, 9976343331, 9976343337, 9976343332, 9976343333, 9976343334, 9976343335]"
residential,Unknown,Unknown,"[9976343336, 9976343337]"
service,Unknown,Unknown,"[9976343338, 11973533583, 9976343339]"
residential,Unknown,Unknown,"[9976343340, 9976343343, 9976343341, 9976343349, 9976343350, 9976343366, 9976343351, 9976343352, 9976343353, 9976343354, 9976343355, 9976343356, 9976343357, 9976343358, 9976343359, 9976343360, 9976343346, 9976343347, 9976343348, 9976343335]"
residential,Unknown,Unknown,"[9976343343, 9976343344, 9976343345, 9976343346]"
residential,Unknown,Unknown,"[9976343363, 9976343364]"
residential,Unknown,Unknown,"[9976343360, 9976343365]"
service,Unknown,Unknown,"[9976343366, 9976343367, 9976343368, 9976343369, 11973517833, 9976343370, 9976343371, 9976343372, 9976343373, 9976343383, 9976343374, 9976343375, 9976343376, 9976343377, 9976343378, 9976343379, 9976343380, 9976343381, 9976343382, 9976343370]"
service,Unknown,Unknown,"[1747090620, 9976480717, 9976480718, 9976480719]"
service,Unknown,Unknown,"[9976480717, 9976480720, 9976480721]"
service,Unknown,Unknown,"[9976480720, 9976480722, 9976480723]"
service,Unknown,Unknown,"[9976480722, 9976480724, 9976480725, 9976480723]"
service,Unknown,Unknown,"[9976480721, 9976480719]"
service,Unknown,Unknown,"[9977268214, 9977268215]"
service,Unknown,Unknown,"[9977268212, 9977268213, 9977268214]"
service,Unknown,Unknown,"[5826707782, 9977268216, 9977301419, 9977301417, 9977301418]"
service,Unknown,Unknown,"[9977301419, 9977301420, 9977301421, 9977301422]"
footway,Unknown,Unknown,"[9980749115, 9980750320, 9980749114, 9980749113]"
service,Unknown,Unknown,"[9980749111, 10247989149, 9980749114, 9980749112]"
footway,Unknown,Unknown,"[9980750321, 9980749115]"
service,Unknown,Unknown,"[9980750318, 10247989148, 9980750320, 9980750319]"
tertiary,Unknown,3,"[9980750323, 3532718874, 65325061]"
tertiary,Unknown,3,"[9980750324, 6428857997]"
cycleway,Unknown,Unknown,"[7529438031, 7529438029, 7529438036, 9980750330, 9980750329, 9980750327, 9980750328, 11601309378, 11601309379, 7529438035, 9980750326, 7529438034, 65334473]"
service,Unknown,Unknown,"[5435466332, 10264127997, 9992696274]"
residential,Unknown,Unknown,"[9976343342, 9976343343]"
residential,Unknown,Unknown,"[9976343360, 9976343361, 9976343363, 9976343362]"
residential,Unknown,Unknown,"[9993366048, 10069614305, 10180155719, 10069614279, 10180155726, 9993366050]"
service,Unknown,Unknown,"[9997256352, 9997256353]"
service,Unknown,Unknown,"[10000754015, 10281649551, 10000754016]"
footway,Unknown,Unknown,"[10001774815, 10001805421, 10001774816]"
footway,Unknown,Unknown,"[10001805418, 10001805422, 10001805417]"
footway,Unknown,Unknown,"[10001774812, 10001805419, 10001774811]"
footway,Unknown,Unknown,"[10001774811, 10001774808, 10001774813]"
footway,Unknown,Unknown,"[10001774813, 10001805420, 10001774814]"
footway,Unknown,Unknown,"[10001774814, 10001774809, 10001774815]"
footway,Unknown,Unknown,"[10001774816, 10001774810, 10001805418]"
footway,Unknown,Unknown,"[10001805417, 10001774807, 10001774812]"
service,Unknown,Unknown,"[2502204981, 7234316389, 2502204982]"
service,Unknown,Unknown,"[10002543526, 10002543527, 10002543528, 10002543529, 10002543530, 10002543531, 10002543532, 10002543533]"
service,Unknown,Unknown,"[10002543539, 10002543540, 10002543541, 4177198638]"
service,Unknown,Unknown,"[10002543545, 10002543544, 10002543543, 10002543542]"
footway,Unknown,Unknown,"[10002543547, 10002543546]"
footway,Unknown,Unknown,"[371016539, 10002543547]"
path,Unknown,Unknown,"[10002543573, 10002543574, 10002543575, 10002543592, 10002543583, 10002543576, 10002543579]"
steps,Unknown,Unknown,"[10002543579, 10002543578]"
path,Unknown,Unknown,"[10002543578, 10002543577]"
path,Unknown,Unknown,"[10002543580, 10002543581]"
path,Unknown,Unknown,"[10002543582, 10002543583]"
steps,Unknown,Unknown,"[10002543582, 10002543588, 10002543581]"
path,Unknown,Unknown,"[10002543584, 10002543585, 10002543586, 10002543587, 10002543588, 10002543589, 10002543590, 10002543591, 10002543592]"
footway,Unknown,Unknown,"[8613267754, 8613267755, 8613267756, 8778130029, 8613267757, 8613267758, 10003491974, 10003491972, 8778130036]"
cycleway,Unknown,Unknown,"[10003419688, 4386634505, 8778130030, 8778130027, 8778130039, 2066706207]"
footway,Unknown,Unknown,"[10003419691, 10003419692]"
footway,Unknown,Unknown,"[10003419693, 10003419691]"
footway,Unknown,Unknown,"[10003419691, 10003419690]"
